board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
heltec,2026-08-31 05:51:50,25743996,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=416 ip=1,
heltec,2026-08-31 05:52:50,25803999,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=476 ip=1,
heltec,2026-08-31 05:53:50,25864004,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=536 ip=1,
heltec,2026-08-31 05:54:50,25923880,drop,,,,,,
heltec,2026-08-31 05:54:50,25923882,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 05:54:50,25923882,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 05:54:50,25924006,link,down,,,,,
heltec,2026-08-31 05:54:54,25927304,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 05:54:54,25927978,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4098,live
heltec,2026-08-31 05:55:50,25984010,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=56 ip=1,
heltec,2026-08-31 05:56:50,26044013,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=116 ip=1,
heltec,2026-08-31 05:57:50,26104013,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=176 ip=1,
heltec,2026-08-31 05:58:50,26164016,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=236 ip=1,
heltec,2026-08-31 05:59:50,26224017,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=296 ip=1,
