board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
tdeck,2026-08-31 02:52:52,15006220,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=491 ip=1,
tdeck,2026-08-31 02:53:52,15066220,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=551 ip=1,
tdeck,2026-08-31 02:54:36,15110134,drop,,,,,,
tdeck,2026-08-31 02:54:36,15110136,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 02:54:36,15110136,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 02:54:40,15113583,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 02:54:40,15114265,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4131,live
tdeck,2026-08-31 02:54:52,15126225,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=11 ip=1,
tdeck,2026-08-31 02:55:52,15186228,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=71 ip=1,
tdeck,2026-08-31 02:56:52,15246229,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=131 ip=1,
tdeck,2026-08-31 02:57:52,15306234,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=191 ip=1,
tdeck,2026-08-31 02:58:52,15366234,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=251 ip=1,
tdeck,2026-08-31 02:59:52,15426237,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=311 ip=1,
tdeck,2026-08-31 03:00:52,15486239,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=371 ip=1,
tdeck,2026-08-31 03:01:52,15546239,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=431 ip=1,
tdeck,2026-08-31 03:02:52,15606239,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=491 ip=1,
tdeck,2026-08-31 03:03:52,15666244,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=551 ip=1,
tdeck,2026-08-31 03:04:37,15710956,drop,,,,,,
tdeck,2026-08-31 03:04:37,15710957,disconnected,8:ASSOC_LEAVE,,,,,our drop
